poi_name,poi_category,is_indoor,weekday,weekday_num,is_weekend,hour,crowd_score,raw_score
Ueno Park,park,0,,-1,0,4,0.0,0
Ueno Park,park,0,,-1,0,5,0.0,0
Ueno Park,park,0,,-1,0,6,0.0,0
Ueno Park,park,0,,-1,0,7,0.0,0
Ueno Park,park,0,,-1,0,8,0.0,0
Ueno Park,park,0,,-1,0,9,0.0,0
Ueno Park,park,0,,-1,0,10,0.0,0
Ueno Park,park,0,,-1,0,11,0.0,0
Ueno Park,park,0,,-1,0,12,0.0,0
Ueno Park,park,0,,-1,0,13,0.0,0
Ueno Park,park,0,,-1,0,14,0.0,0
Ueno Park,park,0,,-1,0,15,0.0,0
Ueno Park,park,0,,-1,0,16,0.0,0
Ueno Park,park,0,,-1,0,17,0.0,0
Ueno Park,park,0,,-1,0,18,0.0,0
Ueno Park,park,0,,-1,0,19,0.0,0
Ueno Park,park,0,,-1,0,20,0.0,0
Ueno Park,park,0,,-1,0,21,0.0,0
Ueno Park,park,0,,-1,0,22,0.0,0
Ueno Park,park,0,,-1,0,23,0.0,0
Yoyogi Park,park,0,Sunday,6,1,0,0.09,9
Yoyogi Park,park,0,Sunday,6,1,1,0.06,6
Yoyogi Park,park,0,Sunday,6,1,2,0.04,4
Yoyogi Park,park,0,Sunday,6,1,3,0.04,4
Yoyogi Park,park,0,Sunday,6,1,4,0.04,4
Yoyogi Park,park,0,Sunday,6,1,5,0.06,6
Yoyogi Park,park,0,Sunday,6,1,6,0.1,10
Yoyogi Park,park,0,Sunday,6,1,7,0.17,17
Yoyogi Park,park,0,Sunday,6,1,8,0.28,28
Yoyogi Park,park,0,Sunday,6,1,9,0.42,42
Yoyogi Park,park,0,Sunday,6,1,10,0.6,60
Yoyogi Park,park,0,Sunday,6,1,11,0.75,75
Yoyogi Park,park,0,Sunday,6,1,12,0.87,87
Yoyogi Park,park,0,Sunday,6,1,13,0.96,96
Yoyogi Park,park,0,Sunday,6,1,14,1.0,100
Yoyogi Park,park,0,Sunday,6,1,15,0.95,95
Yoyogi Park,park,0,Sunday,6,1,16,0.81,81
Yoyogi Park,park,0,Sunday,6,1,17,0.62,62
Yoyogi Park,park,0,Sunday,6,1,18,0.45,45
Yoyogi Park,park,0,Sunday,6,1,19,0.32,32
Yoyogi Park,park,0,Sunday,6,1,20,0.24,24
Yoyogi Park,park,0,Sunday,6,1,21,0.2,20
Yoyogi Park,park,0,Sunday,6,1,22,0.17,17
Yoyogi Park,park,0,Sunday,6,1,23,0.14,14
Yoyogi Park,park,0,Monday,0,0,0,0.08,8
Yoyogi Park,park,0,Monday,0,0,1,0.05,5
Yoyogi Park,park,0,Monday,0,0,2,0.04,4
Yoyogi Park,park,0,Monday,0,0,3,0.04,4
Yoyogi Park,park,0,Monday,0,0,4,0.05,5
Yoyogi Park,park,0,Monday,0,0,5,0.07,7
Yoyogi Park,park,0,Monday,0,0,6,0.1,10
Yoyogi Park,park,0,Monday,0,0,7,0.14,14
Yoyogi Park,park,0,Monday,0,0,8,0.17,17
Yoyogi Park,park,0,Monday,0,0,9,0.2,20
Yoyogi Park,park,0,Monday,0,0,10,0.25,25
Yoyogi Park,park,0,Monday,0,0,11,0.31,31
Yoyogi Park,park,0,Monday,0,0,12,0.36,36
Yoyogi Park,park,0,Monday,0,0,13,0.39,39
Yoyogi Park,park,0,Monday,0,0,14,0.38,38
Yoyogi Park,park,0,Monday,0,0,15,0.35,35
Yoyogi Park,park,0,Monday,0,0,16,0.3,30
Yoyogi Park,park,0,Monday,0,0,17,0.25,25
Yoyogi Park,park,0,Monday,0,0,18,0.23,23
Yoyogi Park,park,0,Monday,0,0,19,0.23,23
Yoyogi Park,park,0,Monday,0,0,20,0.22,22
Yoyogi Park,park,0,Monday,0,0,21,0.2,20
Yoyogi Park,park,0,Monday,0,0,22,0.17,17
Yoyogi Park,park,0,Monday,0,0,23,0.13,13
Yoyogi Park,park,0,Tuesday,1,0,0,0.08,8
Yoyogi Park,park,0,Tuesday,1,0,1,0.05,5
Yoyogi Park,park,0,Tuesday,1,0,2,0.04,4
Yoyogi Park,park,0,Tuesday,1,0,3,0.04,4
Yoyogi Park,park,0,Tuesday,1,0,4,0.05,5
Yoyogi Park,park,0,Tuesday,1,0,5,0.07,7
Yoyogi Park,park,0,Tuesday,1,0,6,0.1,10
Yoyogi Park,park,0,Tuesday,1,0,7,0.13,13
Yoyogi Park,park,0,Tuesday,1,0,8,0.15,15
Yoyogi Park,park,0,Tuesday,1,0,9,0.17,17
Yoyogi Park,park,0,Tuesday,1,0,10,0.19,19
Yoyogi Park,park,0,Tuesday,1,0,11,0.22,22
Yoyogi Park,park,0,Tuesday,1,0,12,0.24,24
Yoyogi Park,park,0,Tuesday,1,0,13,0.24,24
Yoyogi Park,park,0,Tuesday,1,0,14,0.23,23
Yoyogi Park,park,0,Tuesday,1,0,15,0.23,23
Yoyogi Park,park,0,Tuesday,1,0,16,0.22,22
Yoyogi Park,park,0,Tuesday,1,0,17,0.23,23
Yoyogi Park,park,0,Tuesday,1,0,18,0.26,26
Yoyogi Park,park,0,Tuesday,1,0,19,0.26,26
Yoyogi Park,park,0,Tuesday,1,0,20,0.24,24
Yoyogi Park,park,0,Tuesday,1,0,21,0.2,20
Yoyogi Park,park,0,Tuesday,1,0,22,0.16,16
Yoyogi Park,park,0,Tuesday,1,0,23,0.13,13
Yoyogi Park,park,0,Wednesday,2,0,0,0.08,8
Yoyogi Park,park,0,Wednesday,2,0,1,0.05,5
Yoyogi Park,park,0,Wednesday,2,0,2,0.03,3
Yoyogi Park,park,0,Wednesday,2,0,3,0.04,4
Yoyogi Park,park,0,Wednesday,2,0,4,0.04,4
Yoyogi Park,park,0,Wednesday,2,0,5,0.07,7
Yoyogi Park,park,0,Wednesday,2,0,6,0.1,10
Yoyogi Park,park,0,Wednesday,2,0,7,0.14,14
Yoyogi Park,park,0,Wednesday,2,0,8,0.16,16
Yoyogi Park,park,0,Wednesday,2,0,9,0.19,19
Yoyogi Park,park,0,Wednesday,2,0,10,0.22,22
Yoyogi Park,park,0,Wednesday,2,0,11,0.24,24
Yoyogi Park,park,0,Wednesday,2,0,12,0.26,26
Yoyogi Park,park,0,Wednesday,2,0,13,0.27,27
Yoyogi Park,park,0,Wednesday,2,0,14,0.27,27
Yoyogi Park,park,0,Wednesday,2,0,15,0.26,26
Yoyogi Park,park,0,Wednesday,2,0,16,0.25,25
Yoyogi Park,park,0,Wednesday,2,0,17,0.24,24
Yoyogi Park,park,0,Wednesday,2,0,18,0.25,25
Yoyogi Park,park,0,Wednesday,2,0,19,0.26,26
Yoyogi Park,park,0,Wednesday,2,0,20,0.26,26
Yoyogi Park,park,0,Wednesday,2,0,21,0.22,22
Yoyogi Park,park,0,Wednesday,2,0,22,0.18,18
Yoyogi Park,park,0,Wednesday,2,0,23,0.13,13
Yoyogi Park,park,0,Thursday,3,0,0,0.08,8
Yoyogi Park,park,0,Thursday,3,0,1,0.05,5
Yoyogi Park,park,0,Thursday,3,0,2,0.03,3
Yoyogi Park,park,0,Thursday,3,0,3,0.04,4
Yoyogi Park,park,0,Thursday,3,0,4,0.05,5
Yoyogi Park,park,0,Thursday,3,0,5,0.07,7
Yoyogi Park,park,0,Thursday,3,0,6,0.1,10
Yoyogi Park,park,0,Thursday,3,0,7,0.13,13
Yoyogi Park,park,0,Thursday,3,0,8,0.15,15
Yoyogi Park,park,0,Thursday,3,0,9,0.16,16
Yoyogi Park,park,0,Thursday,3,0,10,0.18,18
Yoyogi Park,park,0,Thursday,3,0,11,0.22,22
Yoyogi Park,park,0,Thursday,3,0,12,0.24,24
Yoyogi Park,park,0,Thursday,3,0,13,0.25,25
Yoyogi Park,park,0,Thursday,3,0,14,0.25,25
Yoyogi Park,park,0,Thursday,3,0,15,0.24,24
Yoyogi Park,park,0,Thursday,3,0,16,0.23,23
Yoyogi Park,park,0,Thursday,3,0,17,0.22,22
Yoyogi Park,park,0,Thursday,3,0,18,0.21,21
Yoyogi Park,park,0,Thursday,3,0,19,0.2,20
Yoyogi Park,park,0,Thursday,3,0,20,0.2,20
Yoyogi Park,park,0,Thursday,3,0,21,0.18,18
Yoyogi Park,park,0,Thursday,3,0,22,0.15,15
Yoyogi Park,park,0,Thursday,3,0,23,0.13,13
Yoyogi Park,park,0,Friday,4,0,0,0.09,9
Yoyogi Park,park,0,Friday,4,0,1,0.06,6
Yoyogi Park,park,0,Friday,4,0,2,0.04,4
Yoyogi Park,park,0,Friday,4,0,3,0.04,4
Yoyogi Park,park,0,Friday,4,0,4,0.04,4
Yoyogi Park,park,0,Friday,4,0,5,0.07,7
Yoyogi Park,park,0,Friday,4,0,6,0.1,10
Yoyogi Park,park,0,Friday,4,0,7,0.13,13
Yoyogi Park,park,0,Friday,4,0,8,0.16,16
Yoyogi Park,park,0,Friday,4,0,9,0.18,18
Yoyogi Park,park,0,Friday,4,0,10,0.23,23
Yoyogi Park,park,0,Friday,4,0,11,0.29,29
Yoyogi Park,park,0,Friday,4,0,12,0.34,34
Yoyogi Park,park,0,Friday,4,0,13,0.37,37
Yoyogi Park,park,0,Friday,4,0,14,0.36,36
Yoyogi Park,park,0,Friday,4,0,15,0.35,35
Yoyogi Park,park,0,Friday,4,0,16,0.33,33
Yoyogi Park,park,0,Friday,4,0,17,0.32,32
Yoyogi Park,park,0,Friday,4,0,18,0.31,31
Yoyogi Park,park,0,Friday,4,0,19,0.3,30
Yoyogi Park,park,0,Friday,4,0,20,0.28,28
Yoyogi Park,park,0,Friday,4,0,21,0.24,24
Yoyogi Park,park,0,Friday,4,0,22,0.2,20
Yoyogi Park,park,0,Friday,4,0,23,0.15,15
Yoyogi Park,park,0,Saturday,5,1,0,0.1,10
Yoyogi Park,park,0,Saturday,5,1,1,0.06,6
Yoyogi Park,park,0,Saturday,5,1,2,0.04,4
Yoyogi Park,park,0,Saturday,5,1,3,0.04,4
Yoyogi Park,park,0,Saturday,5,1,4,0.05,5
Yoyogi Park,park,0,Saturday,5,1,5,0.07,7
Yoyogi Park,park,0,Saturday,5,1,6,0.11,11
Yoyogi Park,park,0,Saturday,5,1,7,0.16,16
Yoyogi Park,park,0,Saturday,5,1,8,0.24,24
Yoyogi Park,park,0,Saturday,5,1,9,0.33,33
Yoyogi Park,park,0,Saturday,5,1,10,0.47,47
Yoyogi Park,park,0,Saturday,5,1,11,0.63,63
Yoyogi Park,park,0,Saturday,5,1,12,0.78,78
Yoyogi Park,park,0,Saturday,5,1,13,0.89,89
Yoyogi Park,park,0,Saturday,5,1,14,0.92,92
Yoyogi Park,park,0,Saturday,5,1,15,0.87,87
Yoyogi Park,park,0,Saturday,5,1,16,0.76,76
Yoyogi Park,park,0,Saturday,5,1,17,0.64,64
Yoyogi Park,park,0,Saturday,5,1,18,0.52,52
Yoyogi Park,park,0,Saturday,5,1,19,0.41,41
Yoyogi Park,park,0,Saturday,5,1,20,0.29,29
Yoyogi Park,park,0,Saturday,5,1,21,0.22,22
Yoyogi Park,park,0,Saturday,5,1,22,0.18,18
Yoyogi Park,park,0,Saturday,5,1,23,0.15,15
Yoyogi Park,park,0,,-1,0,0,0.0,0
Yoyogi Park,park,0,,-1,0,1,0.0,0
Yoyogi Park,park,0,,-1,0,2,0.0,0
Yoyogi Park,park,0,,-1,0,3,0.0,0
Yoyogi Park,park,0,,-1,0,4,0.0,0
Yoyogi Park,park,0,,-1,0,5,0.0,0
Yoyogi Park,park,0,,-1,0,6,0.0,0
Yoyogi Park,park,0,,-1,0,7,0.0,0
Yoyogi Park,park,0,,-1,0,8,0.0,0
Yoyogi Park,park,0,,-1,0,9,0.0,0
Yoyogi Park,park,0,,-1,0,10,0.0,0
Yoyogi Park,park,0,,-1,0,11,0.0,0
Yoyogi Park,park,0,,-1,0,12,0.0,0
Yoyogi Park,park,0,,-1,0,13,0.0,0
Yoyogi Park,park,0,,-1,0,14,0.0,0
Yoyogi Park,park,0,,-1,0,15,0.0,0
Yoyogi Park,park,0,,-1,0,16,0.0,0
Yoyogi Park,park,0,,-1,0,17,0.0,0
Yoyogi Park,park,0,,-1,0,18,0.0,0
Yoyogi Park,park,0,,-1,0,19,0.0,0
Yoyogi Park,park,0,,-1,0,20,0.0,0
Yoyogi Park,park,0,,-1,0,21,0.0,0
Yoyogi Park,park,0,,-1,0,22,0.0,0
Yoyogi Park,park,0,,-1,0,23,0.0,0
Hibiya Park,park,0,Sunday,6,1,0,0.04,4
Hibiya Park,park,0,Sunday,6,1,1,0.03,3
Hibiya Park,park,0,Sunday,6,1,2,0.02,2
Hibiya Park,park,0,Sunday,6,1,3,0.03,3
Hibiya Park,park,0,Sunday,6,1,4,0.04,4
Hibiya Park,park,0,Sunday,6,1,5,0.06,6
Hibiya Park,park,0,Sunday,6,1,6,0.09,9
Hibiya Park,park,0,Sunday,6,1,7,0.15,15
Hibiya Park,park,0,Sunday,6,1,8,0.23,23
Hibiya Park,park,0,Sunday,6,1,9,0.35,35
Hibiya Park,park,0,Sunday,6,1,10,0.51,51
Hibiya Park,park,0,Sunday,6,1,11,0.68,68
Hibiya Park,park,0,Sunday,6,1,12,0.82,82
Hibiya Park,park,0,Sunday,6,1,13,0.91,91
Hibiya Park,park,0,Sunday,6,1,14,0.94,94
Hibiya Park,park,0,Sunday,6,1,15,0.87,87
Hibiya Park,park,0,Sunday,6,1,16,0.71,71
Hibiya Park,park,0,Sunday,6,1,17,0.48,48
Hibiya Park,park,0,Sunday,6,1,18,0.33,33
Hibiya Park,park,0,Sunday,6,1,19,0.23,23
Hibiya Park,park,0,Sunday,6,1,20,0.18,18
Hibiya Park,park,0,Sunday,6,1,21,0.15,15
Hibiya Park,park,0,Sunday,6,1,22,0.1,10
Hibiya Park,park,0,Sunday,6,1,23,0.08,8
Hibiya Park,park,0,Monday,0,0,0,0.11,11
Hibiya Park,park,0,Monday,0,0,1,0.07,7
Hibiya Park,park,0,Monday,0,0,2,0.05,5
Hibiya Park,park,0,Monday,0,0,3,0.05,5
Hibiya Park,park,0,Monday,0,0,4,0.08,8
Hibiya Park,park,0,Monday,0,0,5,0.12,12
Hibiya Park,park,0,Monday,0,0,6,0.21,21
Hibiya Park,park,0,Monday,0,0,7,0.29,29
Hibiya Park,park,0,Monday,0,0,8,0.37,37
Hibiya Park,park,0,Monday,0,0,9,0.44,44
Hibiya Park,park,0,Monday,0,0,10,0.57,57
Hibiya Park,park,0,Monday,0,0,11,0.71,71
Hibiya Park,park,0,Monday,0,0,12,0.87,87
Hibiya Park,park,0,Monday,0,0,13,0.9,90
Hibiya Park,park,0,Monday,0,0,14,0.88,88
Hibiya Park,park,0,Monday,0,0,15,0.79,79
Hibiya Park,park,0,Monday,0,0,16,0.7,70
Hibiya Park,park,0,Monday,0,0,17,0.62,62
Hibiya Park,park,0,Monday,0,0,18,0.56,56
Hibiya Park,park,0,Monday,0,0,19,0.5,50
Hibiya Park,park,0,Monday,0,0,20,0.41,41
Hibiya Park,park,0,Monday,0,0,21,0.33,33
Hibiya Park,park,0,Monday,0,0,22,0.24,24
Hibiya Park,park,0,Monday,0,0,23,0.18,18
Hibiya Park,park,0,Tuesday,1,0,0,0.12,12
Hibiya Park,park,0,Tuesday,1,0,1,0.08,8
Hibiya Park,park,0,Tuesday,1,0,2,0.07,7
Hibiya Park,park,0,Tuesday,1,0,3,0.06,6
Hibiya Park,park,0,Tuesday,1,0,4,0.07,7
Hibiya Park,park,0,Tuesday,1,0,5,0.12,12
Hibiya Park,park,0,Tuesday,1,0,6,0.2,20
Hibiya Park,park,0,Tuesday,1,0,7,0.3,30
Hibiya Park,park,0,Tuesday,1,0,8,0.38,38
Hibiya Park,park,0,Tuesday,1,0,9,0.48,48
Hibiya Park,park,0,Tuesday,1,0,10,0.61,61
Hibiya Park,park,0,Tuesday,1,0,11,0.75,75
Hibiya Park,park,0,Tuesday,1,0,12,0.87,87
Hibiya Park,park,0,Tuesday,1,0,13,0.86,86
Hibiya Park,park,0,Tuesday,1,0,14,0.81,81
Hibiya Park,park,0,Tuesday,1,0,15,0.73,73
Hibiya Park,park,0,Tuesday,1,0,16,0.68,68
Hibiya Park,park,0,Tuesday,1,0,17,0.66,66
Hibiya Park,park,0,Tuesday,1,0,18,0.66,66
Hibiya Park,park,0,Tuesday,1,0,19,0.63,63
Hibiya Park,park,0,Tuesday,1,0,20,0.54,54
Hibiya Park,park,0,Tuesday,1,0,21,0.41,41
Hibiya Park,park,0,Tuesday,1,0,22,0.28,28
Hibiya Park,park,0,Tuesday,1,0,23,0.19,19
Hibiya Park,park,0,Wednesday,2,0,0,0.13,13
Hibiya Park,park,0,Wednesday,2,0,1,0.07,7
Hibiya Park,park,0,Wednesday,2,0,2,0.05,5
Hibiya Park,park,0,Wednesday,2,0,3,0.05,5
Hibiya Park,park,0,Wednesday,2,0,4,0.06,6
Hibiya Park,park,0,Wednesday,2,0,5,0.11,11
Hibiya Park,park,0,Wednesday,2,0,6,0.18,18
Hibiya Park,park,0,Wednesday,2,0,7,0.27,27
Hibiya Park,park,0,Wednesday,2,0,8,0.35,35
Hibiya Park,park,0,Wednesday,2,0,9,0.44,44
Hibiya Park,park,0,Wednesday,2,0,10,0.57,57
Hibiya Park,park,0,Wednesday,2,0,11,0.73,73
Hibiya Park,park,0,Wednesday,2,0,12,0.88,88
Hibiya Park,park,0,Wednesday,2,0,13,0.88,88
Hibiya Park,park,0,Wednesday,2,0,14,0.85,85
Hibiya Park,park,0,Wednesday,2,0,15,0.78,78
Hibiya Park,park,0,Wednesday,2,0,16,0.74,74
Hibiya Park,park,0,Wednesday,2,0,17,0.71,71
Hibiya Park,park,0,Wednesday,2,0,18,0.7,70
Hibiya Park,park,0,Wednesday,2,0,19,0.65,65
Hibiya Park,park,0,Wednesday,2,0,20,0.54,54
Hibiya Park,park,0,Wednesday,2,0,21,0.41,41
Hibiya Park,park,0,Wednesday,2,0,22,0.29,29
Hibiya Park,park,0,Wednesday,2,0,23,0.21,21
Hibiya Park,park,0,Thursday,3,0,0,0.12,12
Hibiya Park,park,0,Thursday,3,0,1,0.08,8
Hibiya Park,park,0,Thursday,3,0,2,0.06,6
Hibiya Park,park,0,Thursday,3,0,3,0.06,6
Hibiya Park,park,0,Thursday,3,0,4,0.07,7
Hibiya Park,park,0,Thursday,3,0,5,0.12,12
Hibiya Park,park,0,Thursday,3,0,6,0.22,22
Hibiya Park,park,0,Thursday,3,0,7,0.32,32
Hibiya Park,park,0,Thursday,3,0,8,0.4,40
Hibiya Park,park,0,Thursday,3,0,9,0.48,48
Hibiya Park,park,0,Thursday,3,0,10,0.62,62
Hibiya Park,park,0,Thursday,3,0,11,0.8,80
Hibiya Park,park,0,Thursday,3,0,12,0.97,97
Hibiya Park,park,0,Thursday,3,0,13,0.99,99
Hibiya Park,park,0,Thursday,3,0,14,0.92,92
Hibiya Park,park,0,Thursday,3,0,15,0.84,84
Hibiya Park,park,0,Thursday,3,0,16,0.79,79
Hibiya Park,park,0,Thursday,3,0,17,0.78,78
Hibiya Park,park,0,Thursday,3,0,18,0.77,77
Hibiya Park,park,0,Thursday,3,0,19,0.72,72
Hibiya Park,park,0,Thursday,3,0,20,0.6,60
Hibiya Park,park,0,Thursday,3,0,21,0.45,45
Hibiya Park,park,0,Thursday,3,0,22,0.31,31
Hibiya Park,park,0,Thursday,3,0,23,0.21,21
Hibiya Park,park,0,Friday,4,0,0,0.16,16
Hibiya Park,park,0,Friday,4,0,1,0.11,11
Hibiya Park,park,0,Friday,4,0,2,0.07,7
Hibiya Park,park,0,Friday,4,0,3,0.06,6
Hibiya Park,park,0,Friday,4,0,4,0.07,7
Hibiya Park,park,0,Friday,4,0,5,0.12,12
Hibiya Park,park,0,Friday,4,0,6,0.21,21
Hibiya Park,park,0,Friday,4,0,7,0.3,30
Hibiya Park,park,0,Friday,4,0,8,0.38,38
Hibiya Park,park,0,Friday,4,0,9,0.48,48
Hibiya Park,park,0,Friday,4,0,10,0.62,62
Hibiya Park,park,0,Friday,4,0,11,0.79,79
Hibiya Park,park,0,Friday,4,0,12,0.96,96
Hibiya Park,park,0,Friday,4,0,13,0.98,98
Hibiya Park,park,0,Friday,4,0,14,0.94,94
Hibiya Park,park,0,Friday,4,0,15,0.86,86
Hibiya Park,park,0,Friday,4,0,16,0.81,81
Hibiya Park,park,0,Friday,4,0,17,0.8,80
Hibiya Park,park,0,Friday,4,0,18,0.79,79
Hibiya Park,park,0,Friday,4,0,19,0.75,75
Hibiya Park,park,0,Friday,4,0,20,0.63,63
Hibiya Park,park,0,Friday,4,0,21,0.5,50
Hibiya Park,park,0,Friday,4,0,22,0.37,37
Hibiya Park,park,0,Friday,4,0,23,0.26,26
Hibiya Park,park,0,Saturday,5,1,0,0.07,7
Hibiya Park,park,0,Saturday,5,1,1,0.05,5
Hibiya Park,park,0,Saturday,5,1,2,0.04,4
Hibiya Park,park,0,Saturday,5,1,3,0.05,5
Hibiya Park,park,0,Saturday,5,1,4,0.07,7
Hibiya Park,park,0,Saturday,5,1,5,0.1,10
Hibiya Park,park,0,Saturday,5,1,6,0.16,16
Hibiya Park,park,0,Saturday,5,1,7,0.22,22
Hibiya Park,park,0,Saturday,5,1,8,0.3,30
Hibiya Park,park,0,Saturday,5,1,9,0.41,41
Hibiya Park,park,0,Saturday,5,1,10,0.54,54
Hibiya Park,park,0,Saturday,5,1,11,0.68,68
Hibiya Park,park,0,Saturday,5,1,12,0.81,81
Hibiya Park,park,0,Saturday,5,1,13,0.94,94
Hibiya Park,park,0,Saturday,5,1,14,1.0,100
Hibiya Park,park,0,Saturday,5,1,15,0.95,95
Hibiya Park,park,0,Saturday,5,1,16,0.79,79
Hibiya Park,park,0,Saturday,5,1,17,0.59,59
Hibiya Park,park,0,Saturday,5,1,18,0.42,42
Hibiya Park,park,0,Saturday,5,1,19,0.3,30
Hibiya Park,park,0,Saturday,5,1,20,0.23,23
Hibiya Park,park,0,Saturday,5,1,21,0.18,18
Hibiya Park,park,0,Saturday,5,1,22,0.14,14
Hibiya Park,park,0,Saturday,5,1,23,0.1,10
Hibiya Park,park,0,,-1,0,0,0.0,0
Hibiya Park,park,0,,-1,0,1,0.0,0
Hibiya Park,park,0,,-1,0,2,0.0,0
Hibiya Park,park,0,,-1,0,3,0.0,0
Hibiya Park,park,0,,-1,0,4,0.0,0
Hibiya Park,park,0,,-1,0,5,0.0,0
Hibiya Park,park,0,,-1,0,6,0.0,0
Hibiya Park,park,0,,-1,0,7,0.0,0
Hibiya Park,park,0,,-1,0,8,0.0,0
Hibiya Park,park,0,,-1,0,9,0.0,0
Hibiya Park,park,0,,-1,0,10,0.0,0
Hibiya Park,park,0,,-1,0,11,0.0,0
Hibiya Park,park,0,,-1,0,12,0.0,0
Hibiya Park,park,0,,-1,0,13,0.0,0
Hibiya Park,park,0,,-1,0,14,0.0,0
Hibiya Park,park,0,,-1,0,15,0.0,0
Hibiya Park,park,0,,-1,0,16,0.0,0
Hibiya Park,park,0,,-1,0,17,0.0,0
Hibiya Park,park,0,,-1,0,18,0.0,0
Hibiya Park,park,0,,-1,0,19,0.0,0
Hibiya Park,park,0,,-1,0,20,0.0,0
Hibiya Park,park,0,,-1,0,21,0.0,0
Hibiya Park,park,0,,-1,0,22,0.0,0
Hibiya Park,park,0,,-1,0,23,0.0,0
Inokashira Park,park,0,Sunday,6,1,0,0.05,5
Inokashira Park,park,0,Sunday,6,1,1,0.03,3
Inokashira Park,park,0,Sunday,6,1,2,0.03,3
Inokashira Park,park,0,Sunday,6,1,3,0.03,3
Inokashira Park,park,0,Sunday,6,1,4,0.04,4
Inokashira Park,park,0,Sunday,6,1,5,0.05,5
Inokashira Park,park,0,Sunday,6,1,6,0.08,8
Inokashira Park,park,0,Sunday,6,1,7,0.13,13
Inokashira Park,park,0,Sunday,6,1,8,0.22,22
Inokashira Park,park,0,Sunday,6,1,9,0.36,36
Inokashira Park,park,0,Sunday,6,1,10,0.54,54
Inokashira Park,park,0,Sunday,6,1,11,0.71,71
Inokashira Park,park,0,Sunday,6,1,12,0.85,85
Inokashira Park,park,0,Sunday,6,1,13,0.95,95
Inokashira Park,park,0,Sunday,6,1,14,1.0,100
Inokashira Park,park,0,Sunday,6,1,15,0.92,92
Inokashira Park,park,0,Sunday,6,1,16,0.75,75
Inokashira Park,park,0,Sunday,6,1,17,0.52,52
Inokashira Park,park,0,Sunday,6,1,18,0.35,35
Inokashira Park,park,0,Sunday,6,1,19,0.26,26
Inokashira Park,park,0,Sunday,6,1,20,0.21,21
Inokashira Park,park,0,Sunday,6,1,21,0.17,17
Inokashira Park,park,0,Sunday,6,1,22,0.14,14
Inokashira Park,park,0,Sunday,6,1,23,0.1,10
Inokashira Park,park,0,Monday,0,0,0,0.07,7
Inokashira Park,park,0,Monday,0,0,1,0.04,4
Inokashira Park,park,0,Monday,0,0,2,0.02,2
Inokashira Park,park,0,Monday,0,0,3,0.02,2
Inokashira Park,park,0,Monday,0,0,4,0.03,3
Inokashira Park,park,0,Monday,0,0,5,0.06,6
Inokashira Park,park,0,Monday,0,0,6,0.1,10
Inokashira Park,park,0,Monday,0,0,7,0.14,14
Inokashira Park,park,0,Monday,0,0,8,0.19,19
Inokashira Park,park,0,Monday,0,0,9,0.25,25
Inokashira Park,park,0,Monday,0,0,10,0.32,32
Inokashira Park,park,0,Monday,0,0,11,0.4,40
Inokashira Park,park,0,Monday,0,0,12,0.48,48
Inokashira Park,park,0,Monday,0,0,13,0.53,53
Inokashira Park,park,0,Monday,0,0,14,0.54,54
Inokashira Park,park,0,Monday,0,0,15,0.49,49
Inokashira Park,park,0,Monday,0,0,16,0.4,40
Inokashira Park,park,0,Monday,0,0,17,0.3,30
Inokashira Park,park,0,Monday,0,0,18,0.24,24
Inokashira Park,park,0,Monday,0,0,19,0.22,22
Inokashira Park,park,0,Monday,0,0,20,0.2,20
Inokashira Park,park,0,Monday,0,0,21,0.19,19
Inokashira Park,park,0,Monday,0,0,22,0.16,16
Inokashira Park,park,0,Monday,0,0,23,0.12,12
Inokashira Park,park,0,Tuesday,1,0,0,0.07,7
Inokashira Park,park,0,Tuesday,1,0,1,0.04,4
Inokashira Park,park,0,Tuesday,1,0,2,0.03,3
Inokashira Park,park,0,Tuesday,1,0,3,0.03,3
Inokashira Park,park,0,Tuesday,1,0,4,0.03,3
Inokashira Park,park,0,Tuesday,1,0,5,0.05,5
Inokashira Park,park,0,Tuesday,1,0,6,0.09,9
Inokashira Park,park,0,Tuesday,1,0,7,0.13,13
Inokashira Park,park,0,Tuesday,1,0,8,0.17,17
Inokashira Park,park,0,Tuesday,1,0,9,0.21,21
Inokashira Park,park,0,Tuesday,1,0,10,0.26,26
Inokashira Park,park,0,Tuesday,1,0,11,0.3,30
Inokashira Park,park,0,Tuesday,1,0,12,0.34,34
Inokashira Park,park,0,Tuesday,1,0,13,0.37,37
Inokashira Park,park,0,Tuesday,1,0,14,0.38,38
Inokashira Park,park,0,Tuesday,1,0,15,0.35,35
Inokashira Park,park,0,Tuesday,1,0,16,0.29,29
Inokashira Park,park,0,Tuesday,1,0,17,0.23,23
Inokashira Park,park,0,Tuesday,1,0,18,0.19,19
Inokashira Park,park,0,Tuesday,1,0,19,0.18,18
Inokashira Park,park,0,Tuesday,1,0,20,0.18,18
Inokashira Park,park,0,Tuesday,1,0,21,0.17,17
Inokashira Park,park,0,Tuesday,1,0,22,0.15,15
Inokashira Park,park,0,Tuesday,1,0,23,0.12,12
Inokashira Park,park,0,Wednesday,2,0,0,0.07,7
Inokashira Park,park,0,Wednesday,2,0,1,0.05,5
Inokashira Park,park,0,Wednesday,2,0,2,0.03,3
Inokashira Park,park,0,Wednesday,2,0,3,0.03,3
Inokashira Park,park,0,Wednesday,2,0,4,0.04,4
Inokashira Park,park,0,Wednesday,2,0,5,0.05,5
